_uuid,submissiontime,caste,GPS,_gps_latitude,_gps_longitude,gender,age,ownership,property_type,education,occupation,issue_ranking1,issue_ranking2,issue_ranking3,issue_ranking4,issue_ranking5,issue_ranking6,tol,ward
431,2014-06-13T19:17:12,Nepali,27.70519 85.33309 0 0,27.70519,85.33309,female,36+,renter,,plus_two,homemaker,Power,Road,Garbage,Water,NA,NAShastri Marg,ward_33,
432,2014-06-13T19:17:16,Nepali,27.71019 85.33303 0 0,27.71019,85.33303,male,46+,owner,ancestral,plus_two,ngo,Water,Power,Garbage,Road,Security,Sewage,tol_name_gyan,ward_33
433,2014-06-13T19:17:21,Nepali,27.71878 85.35659 0 0,27.71878,85.35659,male,18+,renter,,bachelors,ngo,Power,Road,Security,Sewage,Garbage,Water,tol_name_kumarigal,ward_6
434,2014-06-15T14:51:45,Newar,27.71083 85.33482 0 0,27.71083,85.33482,male,56+,renter,,masters,retired,Water,Road,Garbage,Sewage,Security,Power,tol_name_gyan,ward_33
435,2014-06-15T13:53:59,Newar,27.71008 85.33334 0 0,27.71008,85.33334,female,46+,renter,,never_studied,government ,Water,Power,Road,Garbage,Security,Sewage,tol_name_gyan,ward_33
436,2014-06-13T19:34:43,Newar,27.70122 85.33114 0 0,27.70122,85.33114,male,26+,renter,,slc,labourer,NA,Sewage,Power,Water,Road,Garbage,tol_name_saraswati,ward_6
437,2014-06-13T19:34:47,Newar,27.68798 85.32872 0 0,27.72865,85.35932,male,66+,renter,,bachelors,business,Garbage,Power,Security,Water,Sewage,Road,tol_name_rudra,ward_33
438,2014-06-13T19:34:50,Newar,27.72837 85.36582 0 0,27.72837,85.35903,male,66+,renter,,slc,business,Power,Water,Sewage,Garbage,Road,Security,tol_name_saraswati,ward_6
439,2014-06-13T19:34:54,Newar,27.72224 85.34976 0 0,27.72224,85.34976,male,46+,owner,built,slc,business,Garbage,Power,Water,Road,Sewage,Security,tol_name_saraswati,ward_6
440,2014-06-13T19:34:57,Newar,27.70855 85.33576 0 0,27.70855,85.33576,female,46+,owner,ancestral,slc,business,Road,Water,Power,Sewage,Garbage,Security,tol_name_rudra,ward_33
441,2014-06-15T16:51:59,Newar,27.70946 85.33091 0 0,27.70946,85.33091,male,46+,renter,Other,business,Water,Power,Garbage,Sewage,Security,Road,tol_name_saraswati,ward_6,
442,2014-06-15T16:52:28,Newar,27.72542 85.35541 0 0,27.72542,85.35541,male,46+,owner,built,studied_some,business,Water,Power,Security,Road,Garbage,Sewage,tol_name_shanti,ward_6
443,2014-06-15T16:26:23,Newar,27.72735 85.355643 0 0,27.72735,85.355643,female,46+,owner,built,never_studied,business,Water,Power,Road,Sewage,Security,Garbage,tol_name_shanti,ward_6
444,2014-06-15T16:52:36,Newar,27.70907 85.33617 0 0,27.72227,85.34941,male,46+,owner,built,slc,business,Sewage,Water,Power,NA,Road,Security,tol_name_rudra,ward_33
445,2014-06-14T19:38:11,Newar,27.72227 85.34941 0 0,27.72227,85.34941,female,36+,owner,ancestral,studied_some,business,Garbage,NA,NA,NA,NA,NA,tol_name_saraswati,ward_6
446,2014-06-13T21:30:42,Newar,27.72423 85.3565 0 0,27.72423,85.3565,male,36+,owner,built,slc,business,Garbage,Sewage,Water,Power,Road,Security,tol_name_shanti,ward_6
447,2014-06-13T21:30:43,Newar,27.72503 85.35497 0 0,27.72503,85.35497,male,36+,owner,,bachelors,business,Power,Sewage,Water,Garbage,Security,Road,tol_name_saraswati,ward_6
448,2014-06-13T21:30:45,Newar,27.7299 85.35669 0 0,27.7299,85.35669,male,36+,owner,built,slc,business,Power,Garbage,Water,Road,Sewage,Security,tol_name_shanti,ward_6
449,2014-06-13T21:30:47,Newar,27.72359 85.35121 0 0,27.72359,85.35121,female,36+,renter,,never_studied,business,Garbage,Water,Power,Road,Sewage,Security,tol_name_saraswati,ward_6
450,2014-06-13T21:30:48,Newar,27.72373 85.35155 0 0,27.72373,85.35155,male,36+,renter,,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
451,2014-06-13T21:55:04,Newar,27.7092 85.33659 0 0,27.72255,85.34915,male,36+,owner,built,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
452,2014-06-13T21:55:06,Newar,27.72255 85.34915 0 0,27.72255,85.34915,female,36+,owner,built,plus_two,business,Power,Security,Garbage,Sewage,Water,Road,tol_name_gyan,ward_6
453,2014-06-13T21:55:08,Newar,27.7276 85.35693 0 0,27.7276,85.35693,male,36+,owner,built,studied_some,business,Power,Garbage,Sewage,Water,Security,Road,tol_name_shanti,ward_6
454,2014-06-13T21:55:09,Newar,27.70973 85.33649 0 0,27.7276,85.35693,male,36+Other,,bachelors,business,Water,Power,Security,Road,Sewage,Garbage,tol_name_rudra,ward_33,
455,2014-06-14T20:39:28,Newar,27.70894 85.3362 0 0,27.7223,85.34966,male,36+,owner,built,plus_two,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
456,2014-06-13T22:18:22,Newar,27.71018 85.33316 0 0,27.71018,85.33316,female,26+,renter,,slc,business,Water,Garbage,Power,Security,Sewage,Road,tol_name_gyan,ward_33
457,2014-06-13T22:18:26,Newar,27.7223 85.34966 0 0,27.7223,85.34966,male,26+,renter,,slc,business,Power,Road,Water,Garbage,Security,Sewage,tol_name_saraswati,ward_6
458,2014-06-13T22:18:28,Newar,27.71858 85.32654 0 0,27.72266,85.34959,female,26+,renter,,bachelors,business,Power,Water,Road,Security,Sewage,Garbage,tol_name_saraswati,ward_6
459,2014-06-13T22:18:30,Newar,27.71498 85.35541 0 0,27.71498,85.35541,female,26+,renter,,never_studied,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_kumarigal,ward_6
460,2014-06-13T22:18:33,Newar,27.72005 85.35712 0 0,27.72005,85.35712,male,26+,owner,ancestral,slc,business,Water,Power,Security,Road,Garbage,Sewage,tol_name_shanti,ward_6
461,2014-06-13T22:30:45,Newar,27.72653 85.35485 0 0,27.72653,85.35485,female,18+,renter,,plus_two,student,Road,Security,Power,Garbage,NA,NA,tol_name_saraswati,ward_6
462,2014-06-13T22:30:46,Newar,27.72472 85.3561 0 0,27.72472,85.3561,male,18+,owner,built,plus_two,student,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
463,2014-06-13T22:30:48,Newar,27.63941 85.35284 0 0,27.72468,85.35284,male,18+,renter,,bachelors,student,Road,Garbage,Power,Sewage,Water,Security,tol_name_shanti,ward_6
464,2014-06-13T22:30:50,Newar,27.70926 85.33273 0 0,27.7223,85.34966,male,18+,renter,,plus_two,student,Power,Water,Road,Garbage,Sewage,Security,tol_name_saraswati,ward_6
465,2014-06-13T22:30:51,Newar,27.7223 85.34966 0 0,27.7223,85.34966,male,18+,renter,,bachelors,student,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
466,2014-06-13T22:30:53,Newar,27.72751 85.35344 0 0,27.72751,85.35344,male,26+,renter,,masters,professional,Road,Sewage,Garbage,Water,Power,Security,tol_name_saraswati,ward_6
467,2014-06-13T22:42:12,Newar,27.72751 85.35344 0 0,27.72751,85.35344,male,26+,renter,,bachelors,professional,Garbage,Sewage,Security,Road,Power,Water,tol_name_saraswati,ward_6
468,2014-06-13T22:42:13,Newar,27.70967 85.33686 0 0,27.72857,85.35868,female,56+,owner,built,never_studied,homemaker,Garbage,Power,Water,Sewage,Road,Security,tol_name_rudra,ward_33
469,2014-06-13T22:42:15,Newar,27.70978 85.33698 0 0,27.72401,85.35655,female,36+,renter,,studied_some,homemaker,Water,Power,Road,Sewage,Garbage,Security,tol_name_rudra,ward_33
470,2014-06-13T22:42:17,Newar,27.72401 85.35655 0 0,27.72401,85.35655,female,26+,renter,,studied_some,homemaker,Water,Power,Garbage,Security,Road,Sewage,tol_name_shanti,ward_6
471,2014-06-13T22:42:18,Newar,27.72751 85.35344 0 0,27.72751,85.35344,female,18+,owner,built,bachelors,homemaker,Power,Garbage,Water,Sewage,Security,Road,tol_name_saraswati,ward_6
472,2014-06-13T22:42:20,Newar,27.70988 85.33672 0 0,27.72751,85.35344,female,36+,owner,built,slc,ngo,Garbage,Road,Security,Sewage,Water,Power,tol_name_rudra,ward_33
473,2014-06-13T22:56:15,Newar,27.71018 85.33315 0 0,27.71018,85.35315,male,36+,owner,ancestral,slc,ngo,Power,Garbage,Road,Security,Sewage,Water,tol_name_gyan,ward_33
474,2014-06-11T14:41:29,Newar,27.72626 85.3545 0 0,27.72626,85.3545,female,36+,owner,built,masters,ngo,Power,Water,Road,Sewage,Garbage,Security,tol_name_saraswati,ward_6
475,2014-06-13T22:56:18,Newar,27.70917 85.33592 0 0,27.7285,85.35851,female,36+,owner,built,bachelors,ngo,Garbage,Water,Power,Security,Sewage,Road,tol_name_rudra,ward_33
476,2014-06-13T22:56:20,Newar,27.7088 85.33599 0 0,27.7285,85.35851,male,26+,renter,,plus_two,ngo,Security,Water,Power,Garbage,Sewage,NA,tol_name_rudra,ward_33
477,2014-06-13T22:56:21,Newar,27.71011 85.33345 0 0,27.71011,85.33345,male,75,renter,,never_studied,unemployed,Garbage,Power,Sewage,Water,Road,Security,tol_name_gyan,ward_33
478,2014-06-13T22:56:23,Newar,27.71865 85.32604 0 0,27.72841,85.35831,female,56+,renter,,never_studiedOther,Power,Water,Sewage,Road,NA,NA,tol_name_saraswati,ward_6,
479,2014-06-13T23:09:45,Newar,27.72751 85.35344 0 0,27.72751,85.35344,male,56+,renter,,never_studiedOther,Water,Power,Garbage,Security,Sewage,Road,tol_name_saraswati,ward_6,
480,2014-06-13T23:09:48,Newar,27.72004 85.35712 0 0,27.72004,85.35712,male,26+,renter,,bachelorsOther,Water,Power,Security,Garbage,Sewage,Road,tol_name_shanti,ward_6,
481,2014-06-12T17:03:30,Brahmin(Terai),27.70513 85.33209 0 0,27.70513,85.33209,female,36+,renter,,slc,homemaker,Water,Power,Garbage,Road,Security,SewageShastri Marg,ward_33,
482,2014-06-13T23:09:52,Brahmin,27.70563 85.33224 0 0,27.70563,85.33224,female,66+,owner,built,masters,retired,Power,Water,Road,Sewage,Security,GarbageShastri Marg,ward_33,
483,2014-06-15T16:02:23,Brahmin,27.72318 85.35171 0 0,27.72318,85.35171,male,56+,owner,built,slc,retired,Garbage,Road,Sewage,Power,Water,Security,tol_name_saraswati,ward_6
484,2014-06-15T16:26:19,Brahmin,27.71539 85.35378 0 0,27.71539,85.35378,female,56+,owner,built,slc,government ,Sewage,Water,Power,Security,Garbage,Road,tol_name_kumarigal,ward_6
485,2014-06-15T16:02:12,Brahmin,27.70557 85.33279 0 0,27.70557,85.33279,male,56+,owner,built,bachelors,government ,Power,Garbage,Water,Sewage,Road,SecurityShastri Marg,ward_33,
486,2014-06-15T13:53:46,Brahmin,27.71756 85.35851 0 0,27.71756,85.35851,male,46+,renter,,masters,government ,Road,Power,NA,NA,NA,NA,tol_name_kumarigal,ward_6
487,2014-06-15T13:53:47,Brahmin,27.72821 85.36569 0 0,27.72821,85.35803,male,46+,owner,built,bachelors,government ,Power,Road,Sewage,Security,Garbage,Water,tol_name_shanti,ward_6
488,2014-06-14T06:35:13,Brahmin,27.70917 85.33599 0 0,27.70917,85.33599,male,46+,renter,,masters,government ,Water,Power,Garbage,Sewage,Road,Security,tol_name_rudra,ward_33
489,2014-06-14T06:35:15,Brahmin,27.70899 85.33095 0 0,27.70899,85.33095,male,36+,owner,built,bachelors,government ,Water,Power,Garbage,Security,Sewage,Road,tol_name_saraswati,ward_6
490,2014-06-14T06:35:16,Brahmin,27.71004 85.33392 0 0,27.71004,85.33392,male,26+,renter,,bachelors,government ,Water,Power,Garbage,Road,Sewage,Security,tol_name_gyan,ward_33
491,2014-06-14T06:35:18,Brahmin,27.71559 85.35329 0 0,27.71559,85.35329,female,26+,owner, P.hD,government ,Water,Power,Road,Sewage,Garbage,Security,tol_name_kumarigal,ward_6,
492,2014-06-14T06:35:20,Brahmin,27.7096 85.3341 0 0,27.72899,85.35936,female,26+,renter,,plus_two,government ,Garbage,Road,Sewage,Security,Power,Water,tol_name_gyan,ward_33
493,2014-06-14T06:35:21,Brahmin,27.7096 85.3341 0 0,27.72899,85.35936,male,26+,owner,,masters,government ,Water,Power,Garbage,Road,Security,Sewage,tol_name_gyan,ward_33
494,2014-06-14T06:35:23,Brahmin,27.71205 85.30545 0 0,27.71205,85.30545,male,56+,owner,built,slc,labourer,Water,Garbage,Road,Power,Sewage,Security,tol_name_saraswati,ward_6
495,2014-06-14T06:35:25,Brahmin,27.72722 85.35632 0 0,27.72722,85.35632,male,56+,owner,built,bachelors,labourer,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
496,2014-06-15T14:10:39,Brahmin,27.72743 85.35786 0 0,27.72743,85.35786,male,46+,owner,built,slc,labourer,Security,Power,Water,Garbage,Sewage,Road,tol_name_shanti,ward_6
497,2014-06-15T14:10:41,Brahmin,27.72534 85.35397 0 0,27.72534,85.35397,male,26+,renter,,never_studied,labourer,Power,Garbage,Water,Road,Sewage,Security,tol_name_saraswati,ward_6
498,2014-06-15T14:10:42,Brahmin,27.72793 85.35767 0 0,27.72793,85.35767,maleDon'tKnow/Can'tSay,owner,,slc,business,Water,Garbage,Security,Power,Road,Sewage,tol_name_shanti,ward_6,
499,2014-06-15T14:10:44,Brahmin,27.71975 85.35698 0 0,27.71975,85.35698,male,66+,renter,,never_studied,business,Power,Water,Road,Garbage,Sewage,Security,tol_name_saraswati,ward_6
500,2014-06-15T14:10:45,Brahmin,27.72793 85.35767 0 0,27.72793,85.35767,male,56+,ownerDon't Know/Can't Say,studied_some,business,Garbage,Water,Power,Sewage,Road,Security,tol_name_shanti,ward_6,
501,2014-06-12T16:10:03,Brahmin,27.71539 85.35378 0 0,27.71539,85.35378,male,46+,owner,built,studied_some,business,Road,Power,Sewage,Garbage,Security,Water,tol_name_kumarigal,ward_6
502,2014-06-15T14:26:59,Brahmin,27.72773 85.35673 0 0,27.72773,85.35673,female,46+,renter,,studied_some,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_shanti,ward_6
503,2014-06-15T14:27:00,Brahmin,27.72358 85.35123 0 0,27.72358,85.35123,male,46+,owner,built,slc,business,Power,Water,Garbage,Sewage,Security,Road,tol_name_saraswati,ward_6
504,2014-06-15T14:27:02,Brahmin,27.71872 85.35646 0 0,27.71872,85.35646,male,46+,owner,built,bachelors,business,Power,Security,Sewage,Garbage,Road,NA,tol_name_kumarigal,ward_6
505,2014-06-12T16:12:55,Brahmin,27.72405 85.35697 0 0,27.72405,85.35697,female,36+,renter,,slc,business,Power,Garbage,Road,Security,Sewage,NA,tol_name_shanti,ward_6
506,2014-06-15T14:27:06,Brahmin,27.71878 85.35059 0 0,27.71878,85.35059,male,36+,renter,,slc,business,Water,Power,Sewage,Road,Security,Garbage,tol_name_kumarigal,ward_6
507,2014-06-15T14:27:08,Brahmin,27.71872 85.35646 0 0,27.71872,85.35646,female,36+,renter,,studied_some,business,Power,Road,Water,Sewage,Security,Garbage,tol_name_kumarigal,ward_6
508,2014-06-15T14:27:09,Brahmin,27.72121 85.35028 0 0,27.72121,85.35028,male,36+,owner,built,masters,business,Road,Water,Power,Garbage,NA,NA,tol_name_saraswati,ward_6
509,2014-06-11T15:07:24,Brahmin,27.70826 85.33575 0 0,27.72868,85.35909,male,36+,renter,,slc,business,Security,Water,Power,Garbage,Road,Sewage,tol_name_rudra,ward_33
510,2014-06-15T14:51:28,Brahmin,27.72689 85.35793 0 0,27.72689,85.35793,male,36+,renter,Don't Know/Can't Say,business,Water,NA,NA,NA,NA,NA,tol_name_shanti,ward_6,
511,2014-06-15T14:51:32,Brahmin,27.71925 85.35698 0 0,27.71925,85.35698,male,36+,renter,,bachelors,business,Power,Water,Security,Garbage,Road,Sewage,tol_name_saraswati,ward_6
512,2014-06-15T08:04:05,Brahmin,27.72838 85.36584 0 0,27.72837,85.35889,female,36+,renter,,slc,business,Power,Water,Garbage,Road,Security,Sewage,tol_name_saraswati,ward_6
513,2014-06-15T14:10:50,Brahmin,27.72306 85.3548 0 0,27.72306,85.3548,female,36+,renter,built,never_studied,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
514,2014-06-15T14:51:42,Brahmin,27.71734 85.35803 0 0,27.71734,85.35803,female,36+,renter,,never_studied,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_kumarigal,ward_6
515,2014-06-15T14:51:43,Brahmin,27.72237 85.34972 0 0,27.72237,85.34972,male,36+,renter,,bachelors,business,Sewage,Road,Water,Power,Garbage,Security,tol_name_saraswati,ward_6
516,2014-06-11T15:18:58,Brahmin,27.70944 85.3307 0 0,27.72237,85.34972,female,36+,renter,,slc,business,Power,Road,Sewage,Water,Security,Garbage,tol_name_saraswati,ward_6
517,2014-06-15T14:51:47,Brahmin,27.70887 85.33683 0 0,27.70887,85.33683,female,36+,renter,,slc,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_rudra,ward_33
518,2014-06-15T14:51:50,Brahmin,27.70826 85.33575 0 0,27.70826,85.33575,male,36+,owner,ancestral,bachelors,business,Sewage,Power,Water,Road,Garbage,Security,tol_name_rudra,ward_33
519,2014-06-15T14:51:52,Brahmin,27.72526 85.35306 0 0,27.72526,85.35306,female,36+,renter,,slc,business,Road,Security,Power,Water,Sewage,Garbage,tol_name_saraswati,ward_6
520,2014-06-15T14:51:36,Brahmin,27.72613 85.35475 0 0,27.72613,85.35475,female,36+,renter,,slc,business,Power,Garbage,Road,Security,Water,Sewage,tol_name_saraswati,ward_6
521,2014-06-15T15:07:55,Brahmin,27.7052 85.33332 0 0,27.7052,85.33332,male,36+,renter,,bachelors,business,Power,Garbage,Water,Sewage,Road,SecurityShastri Marg,ward_33,
522,2014-06-11T15:23:15,Brahmin,27.71733 85.35813 0 0,27.71733,85.35813,male,36+,renter,,plus_two,business,Road,Security,Garbage,Sewage,Power,Water,tol_name_kumarigal,ward_6
523,2014-06-14T13:26:49,Brahmin,27.64035 85.35278 0 0,27.72504,85.35277,male,26+,renter,,slc,business,Water,Power,Road,Sewage,Garbage,NA,tol_name_shanti,ward_6
524,2014-06-14T13:26:51,Brahmin,27.7158 85.35239 0 0,27.7158,85.35239,male,26+,renter,,plus_two,business,Garbage,Power,Water,Sewage,Road,Security,tol_name_kumarigal,ward_6
525,2014-06-14T13:26:53,Brahmin,27.7219 85.3495 0 0,27.7219,85.3495,female,26+,renter,,bachelors,business,Security,Garbage,Road,Water,Sewage,Power,tol_name_saraswati,ward_6
526,2014-06-14T13:26:54,Brahmin,27.71485 85.35553 0 0,27.71485,85.35553,female,26+,renter,,bachelors,business,Water,Garbage,Power,Road,Sewage,Security,tol_name_kumarigal,ward_6
527,2014-06-15T15:08:04,Brahmin,27.72309 85.34991 0 0,27.72309,85.34991,male,26+,renter,,slc,business,Power,Water,Sewage,Security,Road,Garbage,tol_name_saraswati,ward_6
528,2014-06-15T15:08:06,Brahmin,27.7052 85.33332 0 0,27.72309,85.34991,female,26+,renter,,bachelors,business,Water,Power,Road,Garbage,Security,SewageShastri Marg,ward_33,
529,2014-06-12T16:18:44,Brahmin,27.71763 85.35916 0 0,27.71763,85.35916,female,26+,renter,,slc,business,Road,Garbage,Water,Sewage,Security,Power,tol_name_kumarigal,ward_6
530,2014-06-15T15:08:09,Brahmin,27.72701 85.35651 0 0,27.72701,85.35651,female,26+,renter,,plus_two,business,Power,Garbage,Road,Sewage,Security,Water,tol_name_saraswati,ward_6
531,2014-06-15T15:17:49,Brahmin,27.71704 85.35797 0 0,27.71704,85.35797,female,26+,renter,,bachelors,business,Power,Garbage,Water,Road,Sewage,Security,tol_name_kumarigal,ward_6
532,2014-06-15T15:17:51,Brahmin,27.72826 85.36574 0 0,27.72825,85.35812,male,26+,renter,,bachelors,business,Power,Sewage,Road,Garbage,Water,Security,tol_name_shanti,ward_6
533,2014-06-15T15:17:52,Brahmin,27.72409 85.3543 0 0,27.72409,85.3543,female,26+,renter,,studied_some,business,Garbage,Power,Water,Sewage,Road,Security,tol_name_saraswati,ward_6
534,2014-06-15T15:17:54,Brahmin,27.71391 85.33662 0 0,27.71391,85.33662,female,26+,renter,,plus_two,business,Power,Garbage,Road,Sewage,Water,Security,tol_name_saraswati,ward_6
535,2014-06-15T15:17:59,Brahmin,27.7223 85.34966 0 0,27.7223,85.34966,male,26+,renter,,plus_two,business,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6
536,2014-06-15T15:18:00,Brahmin,27.71498 85.35541 0 0,27.71498,85.35541,female,26+,renter,,studied_some,business,Power,Water,Security,Garbage,Road,Sewage,tol_name_kumarigal,ward_6
537,2014-06-15T15:18:02,Brahmin,27.70833 85.33566 0 0,27.71498,85.35541,female,26+,renter,,studied_some,business,Security,Power,Garbage,Road,Water,Sewage,tol_name_rudra,ward_33
538,2014-06-15T15:18:03,Brahmin,27.7096 85.3341 0 0,27.72735,85.35643,male,18+,renter,,slc,business,Water,Power,Sewage,Garbage,Road,Security,tol_name_gyan,ward_33
539,2014-06-15T15:18:05,Brahmin,27.7096 85.3341 0 0,27.72735,85.35643,female,18+,renter,,plus_two,business,Water,Garbage,Power,NA,NA,NA,tol_name_gyan,ward_33
540,2014-06-15T15:18:36,Brahmin,27.72735 85.35643 0 0,27.72735,85.35643,female,18+,renter,,never_studied,business,Water,Sewage,Road,Garbage,NA,NA,tol_name_shanti,ward_6
541,2014-06-14T18:46:15,Brahmin,27.72309 85.34997  0 0,27.72309,85.34997,male,18+,renter,,slc,business,Road,Water,Power,Garbage,Sewage,Security,tol_name_saraswati,ward_6
542,2014-06-12T16:21:29,Brahmin,27.72707 85.35648 0 0,27.72707,85.35648,female,18+,renter,,bachelors,business,Road,Power,Water,Garbage,Security,Sewage,tol_name_saraswati,ward_6
543,2014-06-14T18:46:24,Brahmin,27.72521 85.36822 0 0,27.72521,85.36822,female,18+,renter,,slc,business,Garbage,Water,Power,Road,Sewage,Security,tol_name_shanti,ward_6
544,2014-06-14T18:46:27,Brahmin,27.72701 85.35754 0 0,27.72701,85.35754,female,26+,renter,,bachelors,student,Power,Garbage,Road,Sewage,Water,Security,tol_name_shanti,ward_6
545,2014-06-14T18:46:30,Brahmin,27.72577 85.35637 0 0,27.72577,85.35637,male,26+,ownerDon't Know/Can't Say,masters,student,Water,Power,Garbage,Road,Sewage,Security,tol_name_saraswati,ward_6,
546,2014-06-14T18:46:34,Brahmin,27.72227 85.34941 0 0,27.72227,85.34941,male,26+,renter,,bachelors,student,Water,Garbage,Power,Sewage,Road,Security,tol_name_saraswati,ward_6
547,2014-06-14T19:25:54,Brahmin,27.7096 85.33639 0 0,27.72227,85.34942,female,26+,renter,,bachelors,student,Road,Garbage,Water,Security,Power,Sewage,tol_name_rudra,ward_33
548,2014-06-14T19:27:16,Brahmin,27.71058 85.33432 0 0,27.71058,85.33432,male,26+,renter,,masters,student,Power,Road,Security,Sewage,Garbage,Water,tol_name_gyan,ward_33
549,2014-06-14T19:27:20,Brahmin,27.7287 85.36017 0 0,27.7287,85.36017,male,18+,renter,,plus_two,student,Power,Security,Road,Garbage,Sewage,Water,tol_name_shanti,ward_6
550,2014-06-14T19:27:22,Brahmin,27.71539 85.35379 0 0,27.71539,85.35379,female,18+,owner,built,masters,student,Garbage,Power,Road,Security,Sewage,Water,tol_name_kumarigal,ward_6
551,2014-06-14T19:27:24,Brahmin,27.70504 85.33264 0 0,27.72504,85.35264,male,18+,renter,,bachelors,student,Power,Water,Garbage,Road,Sewage,SecurityShastri Marg,ward_33,
552,2014-06-14T19:27:28,Brahmin,27.70504 85.33264 0 0,27.72504,85.35264,male,18+,renter,,masters,student,Sewage,Power,Road,Garbage,Security,WaterShastri Marg,ward_33,
553,2014-06-14T19:27:31,Brahmin,27.71058 85.33432 0 0,27.72434,85.35303,male,18+,renter,,plus_two,student,Water,Sewage,Garbage,Security,Road,Power,tol_name_gyan,ward_33
554,2014-06-14T19:27:33,Brahmin,27.72434 85.35303 0 0,27.72434,85.35303,male,18+,renter,,bachelors,student,Security,Power,Sewage,Road,Garbage,Water,tol_name_saraswati,ward_6
555,2014-06-14T19:27:35,Brahmin,27.71568 85.35306 0 0,27.71568,85.35306,male,18+,owner,,bachelors,student,Power,Sewage,Garbage,Water,Security,Road,tol_name_kumarigal,ward_6
556,2014-06-14T19:27:37,Brahmin,27.71756 85.35851 0 0,27.71756,85.35851,female,18+,owner,ancestral,bachelors,student,Power,Water,Garbage,Road,Sewage,Security,tol_name_kumarigal,ward_6
557,2014-06-14T19:27:39,Brahmin,27.72824 85.35758 0 0,27.72824,85.35758,female,18+,renter,,bachelors,student,Power,Road,Security,Garbage,Sewage,Water,tol_name_shanti,ward_6
558,2014-06-14T19:27:42,Brahmin,27.71756 85.35851 0 0,27.71756,85.35851,female,18+,renter,,bachelors,student,Water,Garbage,Power,Sewage,Road,Security,tol_name_kumarigal,ward_6
559,2014-06-12T16:25:39,Brahmin,27.7241 85.35672 0 0,27.7241,85.35672,male,18+,renter,,bachelors,student,Power,Road,Garbage,Sewage,Security,Water,tol_name_shanti,ward_6
560,2014-06-14T19:27:46,Brahmin,27.70552 85.33287 0 0,27.7241,85.35672,male,18+,owner,built,plus_two,student,Garbage,Road,Water,NA,Power,SecurityShastri Marg,ward_33,
561,2014-06-14T19:37:58,Brahmin,27.72629 85.35795 0 0,27.72629,85.35795,female,18+,renter,,plus_two,student,Power,Water,Sewage,Garbage,Road,Security,tol_name_shanti,ward_6
562,2014-06-14T19:38:01,Brahmin,27.71559 85.35413 0 0,27.71559,85.35413,female,18+,owner,built,bachelors,student,Security,Power,Garbage,Water,Road,Sewage,tol_name_kumarigal,ward_6
563,2014-06-14T19:38:04,Brahmin,27.71004 85.33392 0 0,27.71559,85.35413,female,18+,renter,,bachelors,student,Power,Garbage,Road,Sewage,Security,Water,tol_name_gyan,ward_33
564,2014-06-14T19:38:08,Brahmin,27.72503 85.35497 0 0,27.72503,85.35497,male,18+,renter,,bachelors,student,Power,Sewage,Road,Garbage,Security,Water,tol_name_saraswati,ward_6
565,2014-06-12T16:33:25,Brahmin,27.70969 85.33682 0 0,27.72503,85.35497,female,18+,renter,,bachelors,student,Water,Power,Road,Garbage,Sewage,Security,tol_name_rudra,ward_33
566,2014-06-12T16:35:39,Brahmin,27.71004 85.33392 0 0,27.72413,85.35673,male,18+,renter,,bachelors,student,Garbage,Road,Power,Water,Sewage,Security,tol_name_gyan,ward_33
567,2014-06-12T16:36:48,Brahmin,27.72413 85.35673 0 0,27.72413,85.35673,male,18+,owner,ancestral,bachelors,student,Power,Water,Road,Security,Sewage,Garbage,tol_name_shanti,ward_6
568,2014-06-12T16:38:23,Brahmin,27.71643 85.35725 0 0,27.71643,85.35725,male,18+,renter,,plus_two,student,Power,Garbage,Water,Security,Road,Sewage,tol_name_kumarigal,ward_6
569,2014-06-12T16:40:21,Brahmin,27.70927 85.3363 0 0,27.71643,85.35725,female,18+,renter,,bachelors,student,Road,Water,Power,Garbage,Sewage,Security,tol_name_rudra,ward_33
570,2014-06-12T16:41:54,Brahmin,27.70922 85.33637 0 0,27.72244,85.34895,female,18+,renter,,bachelors,student,Water,Power,Security,Garbage,Sewage,NA,tol_name_rudra,ward_33
571,2014-06-12T16:43:13,Brahmin,27.70546 85.3328 0 0,27.72546,85.35328,male,46+,owner,built,bachelors,professional,Garbage,Road,Sewage,Power,NA,NAShastri Marg,ward_33,
572,2014-06-14T20:38:54,Brahmin,27.72244 85.34895 0 0,27.72244,85.34895,male,36+,renter,,bachelors,professional,Power,Garbage,Road,Sewage,Security,Water,tol_name_saraswati,ward_6
